x	y	z	Velocidad				x'	y'
29.125252	-6.714761	-3.473947	0.276422	1.029446	0.414447		-16.9085992	-13.6677852
29.263463	-6.200038	-3.266723	0.25522	1.033938	0.416814		-16.44225005	-13.50893505
29.391073	-5.683069	-3.058317	0.233927	1.038055	0.419029		-15.96994455	-13.34519255
29.508036	-5.164041	-2.848802	0.21255	1.041797	0.421093		-15.4918536	-13.1766146
29.614311	-4.643143	-2.638255	0.191097	1.04516	0.423004		-15.00815185	-13.00326385
29.70986	-4.120563	-2.426753	0.169575	1.048145	0.424762		-14.519014	-12.825204
29.794647	-3.59649	-2.214372	0.147992	1.05075	0.426366		-14.02461645	-12.64249845
29.868643	-3.071115	-2.001189	0.126357	1.052975	0.427816		-13.52514005	-12.45521405
29.931821	-2.544628	-1.787281	0.104676	1.054818	0.429111		-13.02076535	-12.26341835
29.984159	-2.017219	-1.572726	0.082957	1.056279	0.43025		-12.51167465	-12.06718165
30.025638	-1.489079	-1.357601	0.061209	1.057358	0.431233		-11.9980523	-11.8665743
30.056242	-0.9604	-1.141984	0.039439	1.058053	0.43206		-11.4800847	-11.6616687
30.075962	-0.431374	-0.925954	0.017655	1.058366	0.432731		-10.9579607	-11.4525407
30.084789	0.097809	-0.709589	-0.004136	1.058295	0.433245		-10.43186715	-11.23926515
30.082721	0.626957	-0.492966	-0.025925	1.057841	0.433602		-9.90199535	-11.02191835
30.069759	1.155877	-0.276166	-0.047704	1.057004	0.433802		-9.36853865	-10.80058165
30.045907	1.684379	-0.059265	-0.069467	1.055784	0.433845		-8.83168845	-10.57533245
30.011173	2.212271	0.157658	-0.091204	1.054181	0.433731		-8.29163955	-10.34625255
29.965571	2.739361	0.374523	-0.112909	1.052197	0.433459		-7.74858885	-10.11342685
29.909116	3.26546	0.591253	-0.134573	1.049832	0.433031		-7.2027306	-9.8769376
29.84183	3.790376	0.807768	-0.156189	1.047086	0.432446		-6.6542645	-9.6368725
29.763735	4.313919	1.023991	-0.177749	1.043961	0.431704		-6.10338825	-9.39331625
29.67486	4.8359	1.239843	-0.199245	1.040458	0.430806		-5.550301	-9.146358
29.575238	5.356129	1.455246	-0.22067	1.036578	0.429752		-4.9952043	-8.8960873
29.464903	5.874418	1.670122	-0.242015	1.032323	0.428542		-4.43829805	-8.64259405
29.343896	6.390579	1.884393	-0.263273	1.027693	0.427177		-3.8797846	-8.3859706
29.212259	6.904426	2.097982	-0.284437	1.022691	0.425657		-3.31986465	-8.12630865
29.07004	7.415771	2.31081	-0.305499	1.017318	0.423983		-2.758743	-7.863704
28.917291	7.92443	2.522802	-0.326451	1.011576	0.422155		-2.19662185	-7.59824985
28.754065	8.430219	2.733879	-0.347286	1.005468	0.420174		-1.63370375	-7.33004375
28.580423	8.932953	2.943966	-0.367996	0.998995	0.418041		-1.07019505	-7.05918205
28.396425	9.43245	3.152986	-0.388574	0.99216	0.415756		-0.50629875	-6.78576275
28.202138	9.92853	3.360864	-0.409012	0.984964	0.41332		0.0577817	-6.5098843
27.997632	10.421012	3.567524	-0.429303	0.977412	0.410735		0.6218408	-6.2316472
27.78298	10.909718	3.772891	-0.44944	0.969504	0.408		1.185675	-5.951152
27.55826	11.39447	3.976891	-0.469416	0.961245	0.405117		1.749079	-5.6685
27.323552	11.875092	4.17945	-0.489223	0.952637	0.402088		2.3118488	-5.3837932
27.07894	12.351411	4.380494	-0.508854	0.943682	0.398912		2.873782	-5.097135
26.824513	12.823252	4.57995	-0.528302	0.934385	0.395591		3.43467245	-4.80862955
26.560362	13.290445	4.777745	-0.54756	0.924749	0.392127		3.9943183	-4.5183817
26.286582	13.752819	4.973809	-0.566622	0.914776	0.38852		4.5525153	-4.2264947
26.003271	14.210207	5.168069	-0.585479	0.904471	0.384773		5.10906215	-3.93307585
25.710532	14.662443	5.360456	-0.604126	0.893837	0.380885		5.6637568	-3.6382302
25.408469	15.109361	5.550898	-0.622555	0.882878	0.376859		6.21639685	-3.34206615
25.097191	15.5508	5.739327	-0.640761	0.871597	0.372695		6.76678315	-3.04468985
24.77681	15.986599	5.925675	-0.658736	0.859999	0.368396		7.3147155	-2.7462085
24.447443	16.416598	6.109873	-0.676473	0.848088	0.363964		7.85999295	-2.44673205
24.109206	16.840643	6.291855	-0.693967	0.835869	0.359398		8.4024209	-2.1463671
23.762222	17.258577	6.471554	-0.711212	0.823344	0.354702		8.9417993	-1.8452237
23.406616	17.670249	6.648905	-0.728199	0.81052	0.349876		9.4779334	-1.5434106
23.042517	18.075509	6.823843	-0.744925	0.797399	0.344923		10.01062805	-1.24103795
22.670054	18.474208	6.996304	-0.761382	0.783988	0.339844		10.5396891	-0.9382149
22.289363	18.866203	7.166227	-0.777565	0.770291	0.334641		11.06492595	-0.63505005
21.900581	19.251348	7.333547	-0.793467	0.756312	0.329316		11.58614465	-0.33165635
21.503847	19.629504	7.498205	-0.809083	0.742057	0.323871		12.10315755	-0.02814145
21.099306	20.000533	7.660141	-0.824407	0.727531	0.318308		12.6157759	0.2753839
20.687102	20.364299	7.819295	-0.839434	0.712739	0.312628		13.1238133	0.5788093
20.267386	20.720668	7.975609	-0.854157	0.697686	0.306834		13.6270829	0.8820239
19.840307	21.069511	8.129025	-0.868573	0.682378	0.300927		14.12540355	1.18491755
19.40602	21.4107	8.279489	-0.882674	0.666819	0.294911		14.618593	1.487382
18.964683	21.74411	8.426945	-0.896457	0.651016	0.288787		15.10647095	1.78930595
18.516455	22.069618	8.571338	-0.909916	0.634975	0.282556		15.58885875	2.09057875
18.061496	22.387105	8.712616	-0.923046	0.6187	0.276223		16.0655814	2.3910924
17.599973	22.696455	8.850728	-0.935843	0.602198	0.269788		16.53646445	2.69073745
17.132052	22.997554	8.985621	-0.948301	0.585475	0.263254		17.0013358	2.9894028
16.657902	23.290292	9.117248	-0.960416	0.568537	0.256623		17.4600263	3.2869823
16.177694	23.57456	9.24556	-0.972183	0.551389	0.249898		17.9123671	3.5833671
15.691602	23.850255	9.370508	-0.983598	0.534038	0.243081		18.3581943	3.8784473
15.199803	24.117274	9.492049	-0.994658	0.51649	0.236174		18.79734295	4.17211795
14.702474	24.375519	9.610136	-1.005357	0.498752	0.229181		19.2296531	4.4642701
14.199796	24.624895	9.724726	-1.015692	0.480829	0.222103		19.6549664	4.7547974
13.69195	24.86531	9.835778	-1.025659	0.462729	0.214943		20.0731275	5.0435955
13.17912	25.096674	9.94325	-1.035254	0.444457	0.207704		20.483982	5.330558
12.661493	25.318903	10.047101	-1.044474	0.426021	0.200388		20.88738045	5.61557845
12.139256	25.531913	10.147296	-1.053314	0.407426	0.192998		21.2831734	5.8985564
11.612599	25.735626	10.243794	-1.061773	0.388681	0.185536		21.67121635	6.17938435
11.081713	25.929966	10.336563	-1.069846	0.36979	0.178006		22.05136645	6.45796345
10.54679	26.114862	10.425566	-1.077531	0.350762	0.17041		22.4234855	6.7341895
10.008024	26.290242	10.51077	-1.084824	0.331603	0.16275		22.7874336	7.0079616
9.465612	26.456044	10.592145	-1.091724	0.312319	0.155029		23.1430798	7.2791808
8.91975	26.612204	10.66966	-1.098226	0.292919	0.147251		23.4902915	7.5477475
8.370637	26.758663	10.743285	-1.104329	0.273409	0.139418		23.82894005	7.81356205
7.818472	26.895368	10.812994	-1.110031	0.253796	0.131533		24.1589028	8.0765288
7.263457	27.022265	10.878761	-1.115329	0.234086	0.123598		24.48005505	8.33655105
6.705792	27.139309	10.94056	-1.120221	0.214289	0.115617		24.7922818	8.5935328
6.145682	27.246453	10.998368	-1.124705	0.194409	0.107592		25.0954643	8.8473793
5.58333	27.343658	11.052165	-1.128779	0.174455	0.099527		25.3894925	9.0979995
5.01894	27.430885	11.101928	-1.132442	0.154435	0.091424		25.674256	9.345299
4.452719	27.508102	11.14764	-1.135693	0.134354	0.083287		25.94965035	9.58918835
3.884873	27.575279	11.189284	-1.138529	0.114221	0.075117		26.21557345	9.82957845
3.315609	27.63239	11.226842	-1.14095	0.094042	0.066919		26.47192685	10.06637885
2.745133	27.679411	11.260302	-1.142955	0.073826	0.058695		26.71861445	10.29950545
2.173656	27.716324	11.289649	-1.144543	0.053579	0.050448		26.9555444	10.5288694
1.601384	27.743114	11.314873	-1.145713	0.03331	0.042181		27.1826296	10.7543886
1.028528	27.759768	11.335963	-1.146465	0.013024	0.033897		27.3997832	10.9759782
0.455296	27.76628	11.352912	-1.146797	-0.00727	0.025599		27.6069264	11.1935584
-0.118103	27.762646	11.365711	-1.146711	-0.027564	0.017291		27.80398205	11.40704705
-0.691458	27.748863	11.374357	-1.146205	-0.047852	0.008975		27.9908733	11.6163673
-1.264561	27.724937	11.378844	-1.145281	-0.068127	0.000654		28.16753335	11.82144035
-1.837202	27.690874	11.379171	-1.143937	-0.088379	-0.007669		28.3338947	12.0221917
-2.40917	27.646684	11.375337	-1.142175	-0.108603	-0.01599		28.4898935	12.2185465
-2.980257	27.592382	11.367342	-1.139994	-0.128791	-0.024307		28.63547195	12.41043195
-3.550254	27.527987	11.355188	-1.137396	-0.148935	-0.032616		28.7705759	12.5977769
-4.118953	27.453519	11.33888	-1.134382	-0.169028	-0.040915		28.89515255	12.78051355
-4.686143	27.369005	11.318423	-1.130951	-0.189063	-0.0492		29.00915505	12.95857305
-5.251619	27.274474	11.293823	-1.127106	-0.209032	-0.057469		29.11254065	13.13188965
-5.815172	27.169958	11.265088	-1.122848	-0.228927	-0.065718		29.2052682	13.3003982
-6.376596	27.055494	11.232229	-1.118178	-0.248743	-0.073944		29.2873026	13.4640376
-6.935685	26.931123	11.195257	-1.113097	-0.26847	-0.082145		29.35861275	13.62274675
-7.492234	26.796888	11.154184	-1.107608	-0.288103	-0.090317		29.4191699	13.7764659
-8.046038	26.652837	11.109026	-1.101712	-0.307633	-0.098458		29.4689503	13.9251393
-8.596894	26.49902	11.059797	-1.095412	-0.327054	-0.106563		29.5079329	14.0687099
-9.1446	26.335493	11.006515	-1.088709	-0.346358	-0.114631		29.536103	14.207125
-9.688954	26.162315	10.9492	-1.081606	-0.365538	-0.122658		29.5534489	14.3403339
-10.229757	25.979546	10.887871	-1.074105	-0.384587	-0.130642		29.55996095	14.46828595
-10.766809	25.787252	10.82255	-1.066209	-0.403499	-0.138578		29.55563515	14.59093315
-11.299914	25.585502	10.753261	-1.05792	-0.422265	-0.146466		29.5404719	14.7082309
-11.828874	25.37437	10.680028	-1.049243	-0.44088	-0.154301		29.5144759	14.8201339
-12.353495	25.15393	10.602878	-1.040179	-0.459336	-0.16208		29.47765325	14.92660125
-12.873585	24.924262	10.521837	-1.030732	-0.477626	-0.169801		29.43001675	15.02759175
-13.38895	24.685448	10.436937	-1.020905	-0.495744	-0.177462		29.3715805	15.1230695
-13.899403	24.437576	10.348206	-1.010702	-0.513683	-0.185058		29.30236705	15.21299705
-14.404754	24.180735	10.255677	-1.000126	-0.531435	-0.192587		29.2223989	15.2973409
-14.904817	23.915017	10.159383	-0.989182	-0.548996	-0.200047		29.13170295	15.37606895
-15.399408	23.64052	10.05936	-0.977873	-0.566357	-0.207435		29.0303128	15.4491528
-15.888344	23.357341	9.955643	-0.966203	-0.583513	-0.214747		28.9182614	15.5165634
-16.371446	23.065584	9.848269	-0.954176	-0.600457	-0.221982		28.7955901	15.5782751
-16.848534	22.765356	9.737278	-0.941798	-0.617183	-0.229136		28.6623429	15.6342649
-17.319433	22.456764	9.622711	-0.929071	-0.633685	-0.236207		28.51856555	15.68451255
-17.783968	22.139922	9.504607	-0.916001	-0.649956	-0.243192		28.3643108	15.7289958
-18.241969	21.814944	9.383012	-0.902593	-0.66599	-0.250088		28.19963315	15.76770115
-18.693265	21.481949	9.257967	-0.888851	-0.681782	-0.256894		28.02459175	15.80060975
-19.137691	21.141058	9.12952	-0.874781	-0.697325	-0.263606		27.83924985	15.82771185
-19.575081	20.792396	8.997717	-0.860387	-0.712614	-0.270222		27.64367435	15.84899535
-20.005275	20.436089	8.862606	-0.845675	-0.727643	-0.27674		27.43793525	15.86445225
-20.428112	20.072267	8.724236	-0.83065	-0.742406	-0.283157		27.2221062	15.8740752
-20.843437	19.701064	8.582658	-0.815318	-0.756898	-0.28947		26.99626695	15.87786095
-21.251096	19.322615	8.437923	-0.799684	-0.771113	-0.295678		26.7604986	15.8758066
-21.650938	18.937058	8.290084	-0.783754	-0.785047	-0.301777		26.5148863	15.8679123
-22.042815	18.544535	8.139195	-0.767533	-0.798693	-0.307767		26.25952025	15.85418025
-22.426581	18.145188	7.985312	-0.751028	-0.812047	-0.313643		25.99449135	15.83461535
-22.802096	17.739165	7.82849	-0.734245	-0.825103	-0.319405		25.7198986	15.8092236
-23.169218	17.326613	7.668788	-0.71719	-0.837858	-0.32505		25.4358393	15.7780143
-23.527813	16.907685	7.506262	-0.69987	-0.850305	-0.330576		25.14241955	15.74099655
-23.877748	16.482532	7.340974	-0.682289	-0.86244	-0.335981		24.8397438	15.6981858
-24.218893	16.051312	7.172984	-0.664456	-0.874259	-0.341263		24.52792455	15.64959655
-24.551121	15.614182	7.002352	-0.646376	-0.885758	-0.34642		24.20707435	15.59524435
-24.874309	15.171303	6.829142	-0.628057	-0.896931	-0.351449		23.87731115	15.53515015
-25.188337	14.722838	6.653418	-0.609504	-0.907776	-0.35635		23.53875595	15.46933595
-25.493089	14.26895	6.475243	-0.590725	-0.918286	-0.36112		23.19153115	15.39782415
-25.788452	13.809807	6.294683	-0.571727	-0.92846	-0.365757		22.8357652	15.3206412
-26.074316	13.345577	6.111805	-0.552517	-0.938292	-0.37026		22.4715876	15.2378156
-26.350574	12.876431	5.926675	-0.533102	-0.94778	-0.374627		22.0991319	15.1493759
-26.617125	12.402541	5.739361	-0.513488	-0.956919	-0.378856		21.71853475	15.05535475
-26.873869	11.924081	5.549934	-0.493684	-0.965706	-0.382946		21.32993515	14.95578815
-27.120711	11.441228	5.358461	-0.473697	-0.974138	-0.386895		20.93347685	14.85070985
-27.357559	10.954159	5.165013	-0.453533	-0.982212	-0.390701		20.52930465	14.74015865
-27.584326	10.463054	4.969663	-0.433201	-0.989924	-0.394365		20.1175681	14.6241771
-27.800927	9.968092	4.77248	-0.412708	-0.997271	-0.397882		19.69841645	14.50280445
-28.007281	9.469456	4.573539	-0.392062	-1.004252	-0.401254		19.27200435	14.37608735
-28.203312	8.96733	4.372912	-0.37127	-1.010863	-0.404478		18.8384892	14.2440712
-28.388947	8.461898	4.170673	-0.35034	-1.017102	-0.407553		18.39802945	14.10680445
-28.564117	7.953347	3.966897	-0.329279	-1.022966	-0.410477		17.95078795	13.96433795
-28.728756	7.441865	3.761658	-0.308096	-1.028453	-0.413251		17.4969296	13.8167226
-28.882805	6.927638	3.555033	-0.286799	-1.033561	-0.415872		17.03661975	13.66401475
-29.026204	6.410858	3.347096	-0.265395	-1.038289	-0.418341		16.5700294	13.5062674
-29.158902	5.891713	3.137926	-0.243892	-1.042633	-0.420655		16.0973287	13.3435417
-29.280848	5.370397	2.927599	-0.222299	-1.046594	-0.422814		15.6186938	13.1758958
-29.391997	4.8471	2.716192	-0.200622	-1.050169	-0.424817		15.13429895	13.00339095
-29.492308	4.322015	2.503784	-0.178871	-1.053356	-0.426663		14.6443228	12.8260918
-29.581744	3.795337	2.290452	-0.157054	-1.056155	-0.428353		14.1489474	12.6440624
-29.660271	3.26726	2.076275	-0.135178	-1.058565	-0.429884		13.64835485	12.45736985
-29.72786	2.737977	1.861333	-0.113252	-1.060584	-0.431257		13.142728	12.266084
-29.784486	2.207685	1.645705	-0.091283	-1.062213	-0.432471		12.6322551	12.0702751
-29.830127	1.676579	1.42947	-0.069281	-1.063449	-0.433525		12.11712345	11.87001445
-29.864768	1.144854	1.212707	-0.047253	-1.064294	-0.43442		11.5975228	11.6653758
-29.888394	0.612707	0.995497	-0.025207	-1.064746	-0.435154		11.0736449	11.4564349
-29.900997	0.080334	0.77792	-0.003152	-1.064805	-0.435728		10.54568295	11.24326895
-29.902573	-0.452068	0.560057	0.018905	-1.064472	-0.436141		10.01383255	11.02595755
-29.893121	-0.984304	0.341986	0.040954	-1.063746	-0.436393		9.47828835	10.80457835
-29.872644	-1.516177	0.12379	0.062989	-1.062627	-0.436484		8.9392484	10.5792154
-29.841149	-2.047491	-0.094453	0.084999	-1.061117	-0.436415		8.39691115	10.34994915
-29.79865	-2.578049	-0.31266	0.106979	-1.059215	-0.436184		7.8514785	10.1168675
-29.74516	-3.107657	-0.530752	0.128918	-1.056923	-0.435793		7.303149	9.880054
-29.680701	-3.636118	-0.748648	0.15081	-1.054241	-0.43524		6.75212735	9.63959735
-29.605296	-4.163239	-0.966268	0.172645	-1.051171	-0.434528		6.1986146	9.3955856
-29.518973	-4.688824	-1.183532	0.194417	-1.047713	-0.433655		5.64281655	9.14810855
-29.421765	-5.212681	-1.40036	0.216116	-1.043868	-0.432622		5.08493675	8.89725775
-29.313707	-5.734615	-1.616671	0.237735	-1.039639	-0.43143		4.52518245	8.64312645
-29.19484	-6.254434	-1.832386	0.259265	-1.035026	-0.430078		3.96376	8.385808
-29.065207	-6.771947	-2.047425	0.280699	-1.030032	-0.428569		3.40087545	8.12539745
-28.924858	-7.286964	-2.261709	0.302029	-1.024659	-0.426901		2.8367363	7.8619913
-28.773843	-7.799293	-2.475159	0.323246	-1.018908	-0.425076		2.27155205	7.59568605
-28.61222	-8.308747	-2.687697	0.344344	-1.012781	-0.423094		1.70553	7.32658
-28.440048	-8.815138	-2.899244	0.365313	-1.006282	-0.420956		1.1388788	7.0547728
-28.257392	-9.318279	-3.109722	0.386147	-0.999412	-0.418663		0.5718082	6.7803652
-28.064319	-9.817984	-3.319054	0.406837	-0.992173	-0.416216		0.00452765	6.50345765
-27.8609	-10.314071	-3.527162	0.427376	-0.98457	-0.413616		-0.562756	6.224153
-27.647212	-10.806356	-3.73397	0.447756	-0.976604	-0.410864		-1.1298318	5.9425542
-27.423334	-11.294658	-3.939402	0.46797	-0.968279	-0.40796		-1.6964911	5.6587649
-27.189349	-11.778797	-4.143382	0.48801	-0.959597	-0.404906		-2.26252485	5.37289015
-26.945344	-12.258596	-4.345835	0.507869	-0.950562	-0.401703		-2.8277256	5.0850354
-26.69141	-12.733877	-4.546687	0.527539	-0.941178	-0.398352		-3.3918835	4.7953065
-26.42764	-13.204466	-4.745863	0.547014	-0.931447	-0.394855		-3.954792	4.503811
-26.154133	-13.670189	-4.94329	0.566286	-0.921375	-0.391213		-4.51624245	4.21065655
-25.87099	-14.130877	-5.138897	0.585347	-0.910963	-0.387426		-5.0760305	3.9159495
-25.578317	-14.586358	-5.33261	0.604191	-0.900217	-0.383498		-5.63394705	3.61980095
-25.276221	-15.036467	-5.524359	0.622811	-0.88914	-0.379428		-6.18978965	3.32231835
-24.964816	-15.481037	-5.714073	0.6412	-0.877737	-0.375219		-6.7433514	3.0236126
-24.644216	-15.919906	-5.901683	0.659351	-0.866011	-0.370872		-7.2944304	2.7237926
-24.31454	-16.352911	-6.087119	0.677258	-0.853968	-0.36639		-7.842822	2.42297
-23.975911	-16.779895	-6.270314	0.694914	-0.841612	-0.361772		-8.38832615	2.12125485
-23.628454	-17.200701	-6.4512	0.712312	-0.828946	-0.357022		-8.9307421	1.8187589
-23.272298	-17.615174	-6.629711	0.729446	-0.815977	-0.352141		-9.4698697	1.5155933
-22.907575	-18.023163	-6.805781	0.74631	-0.802709	-0.347131		-10.00551175	1.21187025
-22.53442	-18.424517	-6.979346	0.762897	-0.789147	-0.341993		-10.53747	0.907701
-22.152971	-18.819091	-7.150343	0.779202	-0.775296	-0.33673		-11.06555115	0.60319685
-21.76337	-19.206739	-7.318708	0.795219	-0.761161	-0.331344		-11.5895595	0.2984715
-21.365761	-19.587319	-7.48438	0.810941	-0.746748	-0.325837		-12.10930265	-0.00636365
-20.96029	-19.960693	-7.647299	0.826363	-0.732061	-0.32021		-12.6245915	-0.3111975
-20.547109	-20.326724	-7.807404	0.841479	-0.717107	-0.314467		-13.13523585	-0.61591585
-20.126369	-20.685277	-7.964637	0.856284	-0.701891	-0.308608		-13.64104785	-0.92040785
-19.698228	-21.036223	-8.118941	0.870772	-0.686419	-0.302636		-14.1418432	-1.2245612
-19.262842	-21.379432	-8.270259	0.884938	-0.670696	-0.296554		-14.6374373	-1.5282643
-18.820373	-21.71478	-8.418536	0.898777	-0.654729	-0.290364		-15.12764945	-1.83140545
-18.370984	-22.042145	-8.563718	0.912284	-0.638523	-0.284068		-15.6123006	-2.1338736
-17.914842	-22.361406	-8.705752	0.925454	-0.622084	-0.277668		-16.0912113	-2.4355573
-17.452115	-22.672448	-8.844586	0.938282	-0.605419	-0.271166		-16.56420775	-2.73634575
-16.982974	-22.975157	-8.980169	0.950764	-0.588533	-0.264566		-17.0311161	-3.0361281
-16.507592	-23.269424	-9.112452	0.962894	-0.571434	-0.25787		-17.4917668	-3.3347948
-16.026145	-23.55514	-9.241388	0.974669	-0.554127	-0.25108		-17.94598925	-3.63223725
-15.53881	-23.832204	-9.366928	0.986085	-0.536618	-0.244199		-18.3936205	-3.9283445
-15.045768	-24.100513	-9.489027	0.997137	-0.518915	-0.237229		-18.8344942	-4.2230082
-14.5472	-24.359971	-9.607641	1.007821	-0.501024	-0.230172		-19.268451	-4.516121
-14.043289	-24.610483	-9.722727	1.018133	-0.482952	-0.223033		-19.69533185	-4.80757585
-13.534222	-24.851959	-9.834244	1.028071	-0.464705	-0.215812		-20.1149813	-5.0972663
-13.020187	-25.084311	-9.94215	1.037629	-0.44629	-0.208513		-20.52724555	-5.38508455
-12.501373	-25.307456	-10.046406	1.046805	-0.427713	-0.201139		-20.93197545	-5.67092545
-11.97797	-25.521312	-10.146976	1.055596	-0.408983	-0.193692		-21.3290225	-5.9546865
-11.450172	-25.725804	-10.243821	1.063998	-0.390105	-0.186175		-21.7182438	-6.2362608
-10.918172	-25.920856	-10.336909	1.072009	-0.371087	-0.178591		-22.0994958	-6.5155488
-10.382168	-26.1064	-10.426204	1.079625	-0.351936	-0.170942		-22.4726412	-6.7924452
-9.842355	-26.282368	-10.511675	1.086845	-0.332658	-0.163232		-22.83754375	-7.06685075
-9.298933	-26.448697	-10.593291	1.093664	-0.313261	-0.155463		-23.19407045	-7.33866445
-8.752101	-26.605327	-10.671023	1.100082	-0.293753	-0.147639		-23.54209165	-7.60778765
-8.20206	-26.752204	-10.744842	1.106095	-0.27414	-0.139761		-23.881483	-7.874121
-7.649013	-26.889274	-10.814723	1.111702	-0.254429	-0.131834		-24.21211945	-8.13756845
-7.093162	-27.016488	-10.88064	1.1169	-0.234628	-0.123859		-24.5338813	-8.3980333
-6.534712	-27.133803	-10.942569	1.121689	-0.214745	-0.11584		-24.8466538	-8.6554198
-5.973867	-27.241175	-11.000489	1.126066	-0.194786	-0.10778		-25.15032155	-8.90963555
-5.410834	-27.338568	-11.05438	1.13003	-0.174758	-0.099682		-25.4447761	-9.1605881
-4.845819	-27.425947	-11.104221	1.133579	-0.15467	-0.091549		-25.72991035	-9.40818435
-4.279029	-27.503282	-11.149995	1.136713	-0.134528	-0.083383		-26.00562185	-9.65233485
-3.710673	-27.570546	-11.191687	1.13943	-0.11434	-0.075189		-26.27181045	-9.89295145
-3.140958	-27.627716	-11.229281	1.14173	-0.094114	-0.066967		-26.5283807	-10.1299457
-2.570093	-27.674773	-11.262765	1.143611	-0.073856	-0.058723		-26.77524045	-10.36323245
-1.998288	-27.711701	-11.292127	1.145073	-0.053574	-0.050459		-27.0123002	-10.5927262
-1.425751	-27.738488	-11.317356	1.146117	-0.033276	-0.042177		-27.23947515	-10.81834315
-0.852693	-27.755126	-11.338444	1.14674	-0.01297	-0.033881		-27.45668345	-11.04000145
-0.279323	-27.761611	-11.355385	1.146945	0.007339	-0.025575		-27.66384795	-11.25762195
0.29415	-27.757942	-11.368173	1.14673	0.027641	-0.01726		-27.8608945	-11.4711255
0.867515	-27.744121	-11.376803	1.146095	0.04793	-0.00894		-28.04775125	-11.68043325
1.440562	-27.720156	-11.381273	1.145042	0.068199	-0.000618		-28.2243527	-11.8854697
2.013083	-27.686056	-11.381582	1.14357	0.088439	0.007702		-28.39063505	-12.08616105
2.584868	-27.641837	-11.377731	1.141681	0.108644	0.016019		-28.5465408	-12.2824348
3.155709	-27.587515	-11.369721	1.139375	0.128806	0.024328		-28.69201315	-12.47421915
3.725396	-27.523112	-11.357557	1.136652	0.148917	0.032627		-28.8270006	-12.6614456
4.293722	-27.448654	-11.341243	1.133515	0.168971	0.040913		-28.9514567	-12.8440457
4.86048	-27.364168	-11.320787	1.129965	0.18896	0.049183		-29.065336	-13.021955
5.425462	-27.269688	-11.296195	1.126002	0.208877	0.057433		-29.1685997	-13.1951067
5.988464	-27.165249	-11.267479	1.121629	0.228715	0.065662		-29.2612114	-13.3634414
6.549278	-27.050892	-11.234648	1.116847	0.248466	0.073864		-29.3431393	-13.5268953
7.107702	-26.926659	-11.197716	1.111658	0.268124	0.082039		-29.4143547	-13.6854117
7.663531	-26.792597	-11.156696	1.106065	0.28768	0.090183		-29.47483285	-13.83893185
8.216563	-26.648757	-11.111605	1.100068	0.307129	0.098292		-29.52455405	-13.98740205
8.766597	-26.495192	-11.062459	1.093671	0.326462	0.106364		-29.56350095	-14.13076795
