x		f(x)			l(x)
1.000000	1.000000		0.000000
2.000000	16.000000		6.202593
3.000000	81.000000		48.438526
4.000000	256.000000		204.810013
5.000000	625.000000		625.534912
6.000000	1296.000000		1556.990723
7.000000	2401.000000		3365.760010
8.000000	4096.000000		6562.673340
9.000000	6561.000000		11826.856445
10.000000	10000.000000		20029.769531
11.000000	14641.000000		32259.261719
12.000000	20736.000000		49843.593750
13.000000	28561.000000		74375.515625
14.000000	38416.000000		107736.273438
15.000000	50625.000000		152119.703125
16.000000	65536.000000		210056.218750
17.000000	83521.000000		284436.937500
18.000000	104976.000000		378537.468750
19.000000	130321.000000		496042.593750
20.000000	160000.000000		641069.187500
21.000000	194481.000000		818191.875000
22.000000	234256.000000		1032465.000000
23.000000	279841.000000		1289449.125000
24.000000	331776.000000		1595232.625000
25.000000	390625.000000		1956457.625000
26.000000	456976.000000		2380342.750000
27.000000	531441.000000		2874708.750000
28.000000	614656.000000		3447999.250000
29.000000	707281.000000		4109310.500000
30.000000	810000.000000		4868408.000000
31.000000	923521.000000		5735759.000000
32.000000	1048576.000000		6722546.500000
33.000000	1185921.000000		7840708.000000
34.000000	1336336.000000		9102936.000000
35.000000	1500625.000000		10522729.000000
36.000000	1679616.000000		12114399.000000
37.000000	1874161.000000		13893105.000000
38.000000	2085136.000000		15874853.000000
39.000000	2313441.000000		18076560.000000
40.000000	2560000.000000		20516044.000000
41.000000	2825761.000000		23212082.000000
42.000000	3111696.000000		26184366.000000
43.000000	3418801.000000		29453624.000000
44.000000	3748096.000000		33041566.000000
45.000000	4100625.000000		36970960.000000
46.000000	4477456.000000		41265584.000000
47.000000	4879681.000000		45950356.000000
48.000000	5308416.000000		51051276.000000
49.000000	5764801.000000		56595444.000000
50.000000	6250000.000000		62611144.000000
51.000000	6765201.000000		69127856.000000
52.000000	7311616.000000		76176256.000000
53.000000	7890481.000000		83788176.000000
54.000000	8503056.000000		91996808.000000
55.000000	9150625.000000		100836528.000000
56.000000	9834496.000000		110343104.000000
57.000000	10556001.000000		120553488.000000
58.000000	11316496.000000		131506096.000000
59.000000	12117361.000000		143240688.000000
60.000000	12960000.000000		155798448.000000
61.000000	13845841.000000		169221856.000000
62.000000	14776336.000000		183554976.000000
63.000000	15752961.000000		198843216.000000
64.000000	16777216.000000		215133616.000000
65.000000	17850624.000000		232474720.000000
66.000000	18974736.000000		250916368.000000
67.000000	20151120.000000		270510240.000000
68.000000	21381376.000000		291309440.000000
69.000000	22667120.000000		313368800.000000
70.000000	24010000.000000		336744704.000000
71.000000	25411680.000000		361495296.000000
72.000000	26873856.000000		387680192.000000
73.000000	28398240.000000		415361248.000000
74.000000	29986576.000000		444601056.000000
75.000000	31640624.000000		475464896.000000
76.000000	33362176.000000		508019520.000000
77.000000	35153040.000000		542333312.000000
78.000000	37015056.000000		578476800.000000
79.000000	38950080.000000		616522048.000000
80.000000	40960000.000000		656543424.000000
81.000000	43046720.000000		698616576.000000
82.000000	45212176.000000		742819456.000000
83.000000	47458320.000000		789232000.000000
84.000000	49787136.000000		837935872.000000
85.000000	52200624.000000		889015296.000000
86.000000	54700816.000000		942555776.000000
87.000000	57289760.000000		998645312.000000
88.000000	59969536.000000		1057374272.000000
89.000000	62742240.000000		1118833664.000000
90.000000	65610000.000000		1183118464.000000
91.000000	68574960.000000		1250324864.000000
92.000000	71639296.000000		1320551040.000000
93.000000	74805200.000000		1393897728.000000
94.000000	78074896.000000		1470468224.000000
95.000000	81450624.000000		1550367616.000000
96.000000	84934656.000000		1633702656.000000
97.000000	88529280.000000		1720583040.000000
98.000000	92236816.000000		1811121280.000000
99.000000	96059600.000000		1905431040.000000
100.000000	100000000.000000	2003629440.000000
